Bm61wrPP_urRlkuH6g2SHg	2.5
mdWUsrKXJkXsEzUss-LvSg	4.0
Tfpl122z03sp7fPi63Suag	5.0
3XdMNHtyuaWZ_pgdEf4lnA	5.0
LaNGwU846qYx_lyoGu7KCQ	5.0
wGUmlG8Vy2g1jMx6fKtIkg	3.0
9-ZnudMFXPKp_NLk2HIOKg	4.5
_SmsYPJ9Zr-KQkbDyahAsg	3.5
lU5SyqwRlKS7cNj2DrCpGA	3.5
Sq7BouKjTovLesy6qewv5A	3.5
NIFrjfEot4GFR-tqiqrsHw	1.0
y9EJ_mD_gc6z5heohULU7A	4.5
41LxL4cESUpvenFmcdwm0w	3.5
yBia51pdmhCmZdnwLa-uUg	3.5
WWYFK5rTkQZMOBaRFP51Xg	1.5
zqcSaENOBbjC5AfkLyfvvw	2.5
Wfbk7jzfcVanr7KKyQp8zQ	4.5
lJXQWq1DkVJ0w4xI-3d0tQ	5.0
0WNlzy9vkHEvVNOSEcI5rw	5.0
y1J-Op_J6YHXrNGOtUFbZw	2.5
Cu1n3m5WHwiRJBevKvhoew	4.5
J-mglJZcPVQvl6rXkjoKuQ	4.5
wUquHCOWvFNIfruMk_ALAQ	4.5
DmgWQ9UiAEfovtDpa_-OKw	3.5
kAVmU8w4rkY1oN0LfuSYLw	5.0
y2SaaWClzB6Pb360V-m98w	3.0
XOSRcvtaKc_Q5H1SAzN20A	4.5
CAAjkqy2J_d7RerJSVyx5w	3.0
3CMqaslfBkngxN4aGiwcpA	4.0
o-FOHyhRfysM5-4HDErP2g	3.5
8bMBrj5h3w4EnNyzhfDTrw	2.5
SWHp9td0gbD6bik51oh1cA	4.5
3xqwfJoPtvk7zioX82L5iA	3.5
g5SZgd_2OmtnBOHVXS57og	3.5
RhiM5RRjZaEbqINd26Z-vw	3.0
CiQhAmUxaduDqtx8gv15SA	3.5
--GM_ORV2cYS-h38DSaCLw	3.5
FQF7F9U-_TCNIwtsOlbV1A	5.0
pcnyZVQKC8_SIqVhhscOxQ	4.5
r6JuhqakByGOXdwii3Sa-w	4.5
sJa6bIQ_lRxWfBgoYULBRQ	5.0
3fCxmmg8nHGaE5upJWQUrw	4.0
ug2aVelkTHKpHUcYhyVHFw	2.5
2xQexEwq1WQoNeSTyrUTEw	3.0
qHfJERhZCrksyHfAj19OjQ	2.0
nn9FH1wBNrEMeLdnO3N3VA	5.0
S3unPXLJ2lxEc8PRi3MQ1Q	5.0
_v-ohI2mMcUg8-3p3b12Ow	3.0
o5TT8SLFHtuZPJgfGhgROg	4.5
5Y18eps2VRmnXaBgzoKW_A	3.5
LlhWWH1e01XNn-meMB6zfw	5.0
hiCvY6Y4TIOtnAPoAwIlxg	4.5
YsCULoq5S8z94t23At-0aA	5.0
w-zxCi0z3CokbN-GOiiUog	5.0
ZF6gioeymIcLA927GvCZiQ	4.5
JX4FbGhaV0EzAESPCQZGBA	3.5
pU7HJcOFaZHhaJBfl5zxRw	3.5
m3aDjVejfMhIow2ZZdY5Ew	5.0
OwnJZuSiWs839fNGZXALoQ	4.0
-WCGJuDoq4yAm58DQpl14Q	3.0
SEa-2A_ReF-rBw58oAZc5A	3.5
Rwg1NJ5r2bywahYq44bB9A	4.5
oZQnq154YhQ4qsNBis_FnQ	3.0
ptkUSiYeU9O-jVdxnpLxIA	3.0
9OgQv2RAF9X1-uEnR78ZAA	1.0
7ummB6k1hmUgljgrzevM2w	4.0
KRtbDbqj-bSwLL4B22FcuA	1.5
JEqM8xXhKumU5AfhmsiD8w	4.0
Qs_5WTpjfXI-BPO8F1s1OA	5.0
3fRRzgNdmGS4F7FiSBtRKw	3.0
IeHlFrVmHzfyaGzdx01l_g	4.0
i4CF-bIEfNeYoQ87klS78Q	3.5
S4oe6TlWNqfMSBEL30Ej3Q	3.5
lGcgoxACggpHv0brZb5w8g	3.5
8fPOEvYRloya7xp5HzSLig	3.0
abZl0QyTyMXNDCmuubuuFQ	1.5
3ZmGpETmJpUvEa7lVLn2kA	3.5
akM4t6P-ssqsRevleyY_Fw	5.0
RBDZJkVqB1PrdlyTzfhyqQ	5.0
8syxH94m3G7t6hsR01PK_A	4.0
bO3VN1ct-6zD8Pd0AS38rg	2.0
pvKp4m3eFeHv15kYZaq1Bw	1.0
oMLvp-r_57GYbV93QRvYSw	4.5
oUk9yi2Pcu0isDYGgb7Hgg	3.5
DADaVHQpd7agQnrb_KpakA	4.0
JF1SNzrkiQdlGYOwtOjl9w	3.5
VCncaRjqC6ZqUG7jAnODJQ	4.5
IXh2n6_XwciNVUFAf-zsLw	4.0
ZR_UyVncA3R3pQu79MGr_A	3.5
Z440ESn5Te1ym9t54GO5Ww	2.0
dRJgJylofavL0i3xq1wEbw	2.5
uXvFHO_qCOewko2rBW5__A	2.5
WGRpmHGkPxBnQ8HOZM7QLQ	4.5
mn34xdJjVNeHFryhDwmldg	4.5
qb8TiKsNTUqq4P-u6zQLDg	3.5
8Vjpc7qYmNhc_S-g9bDozw	2.0
1mOL0ZVy622lo7hc0f1vXQ	4.0
yHx_F5tpor6_26tkp5T4UA	3.0
dFIeUXVsZuOsNCPPjPAdxw	4.0
finErFzbJa_sn1gBnz8G6Q	4.5
Ql8pMRlsFKNr-bqMItpj5Q	4.5
qQ3De9cI835Vw5la2CL-Bw	3.5
gRPDzmMU_0pQo7LyxrZ2Lg	4.0
ZDLob3la6lpPgQy6UWE7NA	5.0
M8_rmJsgE7An87k5qDww1A	3.5
e96nOjKC_Vqh6NKaTEVwpA	2.0
C710slX9bTgw6cG1SgDbVw	3.5
h3ju3Juh42v3JkL4bSXrAg	3.5
xhIFWOW9MfwWzW4tUK-jdQ	4.0
dAa0hB2yrnHzVmsCkN4YvQ	3.5
bJGtHxejEJboO2o_DtaPEQ	3.0
NVX_BF_LcDy3fNshXMuz7w	4.0
3jg7vHZy3_mtlyxpXWzG7A	4.0
UVRCa_4ZjdPNoDubKRT04Q	5.0
LkJfA4mwaOBiONDbRCT0kg	4.5
mDmvPyRrqS1VAzYULxG3Bw	5.0
tbaAcfwrgtY24_7DnyndrA	2.0
0NoHJtug9xefI2OnsANaMA	3.5
SoleS7vo-3I5u0qqy4ZtxQ	4.5
cduxK7fng02Xw9Y9uA4DGg	3.5
PQKzcvaLfkeKSvIWFDk_-A	2.0
bbovSsUMkTXQSIVNBa9moQ	4.0
tT4QuynwNXkXWCLUZx3wEA	3.5
A5yVFUy0FxwJwVup93tXZA	2.5
Anf72snert642vfA1JFUgQ	1.5
-sCaUNqEfFOYwtu8WCw5Wg	3.5
mUONuCWBKukMO2uyVxLY5Q	4.0
ddQ8v1m9SC1k7KD1_oKUcQ	3.0
FOIQ49HJ6Y5fPl8QYr34XA	4.5
PEkIXgjvsg2gzDzcAvBV-A	3.5
eROPfqFhqHh2wDvz-5O9QQ	4.0
YJ_d4gjHPFv8Pjcoq5vZwg	3.5
kpACb8HT2v3R87wiI6YSCg	3.5
-HUDkwoo63yxMW9JzcSymw	1.5
cKRGB46UJp3z3TgVlzk4tw	3.0
d84bGzOI0-pKs8d5uxtX5Q	4.0
WXXHPnQ5ADn3mSbFmASHug	3.5
usw4lDxDKd254nDlwEHI4g	1.0
bFJ7deZsWKgFF1oyPIDP6A	4.0
HsK8jIl1WapeIld_z1_BDw	5.0
dDLRhywKVjnSIFe4H5tu_w	3.0
ipQbSDbYJkmoa6Gn5_MU_g	3.5
J9WkSGki4Re7BblKRzyPHQ	5.0
XIvOboURyF-hE3truQjdqQ	2.5
AX64Yw-0pTjKP-33hU-JPw	3.5
HnYIhqta4432AsqGBcSlfg	3.5
KXv9wm5W9LTNZec2AsmHgQ	4.5
vhlMJiyL1qoOdIFyQ78QXA	5.0
N3IIGJaP1dT5kSgtl2V-ww	4.5
PYmuGEn60AZPkv0cGdSuVA	4.5
NV1eb5HfBt46l4CGT8bgJw	4.5
UspshTrsyanYZxLKokQ7_g	4.0
6HQDB-FQlloN7p8MHqSveQ	4.5
8n6rB_miqJnUx6fMrweY_Q	2.5
pF8eI3VIN8J4vroeywv5tg	3.0
dBtoic8Pr2isipH0O4Nx1w	4.0
WOrI7MlX3CgEVk98y7Gnug	2.0
mfhTOzsHShrvfa7DzTIDPA	3.0
gvp4HXkcdlqkLZd83qxZpg	4.0
WkUTBoFgS-8jg9eV-DUkqQ	3.0
KbdyidaiA4l5IS0tJAM31w	3.0
InjZs7fCngPFValYpp5B7A	3.5
navSR7K1GFBKqDr8YJgb0g	4.5
eF2jf-E5ktRQIh_4_-Jxsg	3.5
kzIY96u4Oxt1PFy6RIs--g	3.5
pvoJj_qlDAS-mcHj-SUWTw	3.5
RHxhM0GLk2iTUsOINNzkqg	3.0
jW4-bGuymLGlB9OBsTq3TA	3.5
vKaYrOZ1qUiDgIh1QSenlQ	3.5
N2G7ySm6R-jYrHvDAV2Ndw	5.0
FiP7mCGs-qelOSmapmbt1A	4.0
sbN7xr8L2XQ_k4_3pDDs1A	4.0
